"","genus","species","latbi","commonName","symbol","phase","year","doy","numYs","plantNickname"
"8540","Betula","nigra","Betula nigra","River birch","BENI","coloredLeaves",2019,237,1,"1251-79*B"
"8541","Betula","nigra","Betula nigra","River birch","BENI","coloredLeaves",2019,249,1,"1251-79*B"
"8544","Betula","nigra","Betula nigra","River birch","BENI","flowers",2019,107,1,"1251-79*B"
"8545","Betula","nigra","Betula nigra","River birch","BENI","flowers",2019,152,1,"1251-79*B"
"8547","Betula","nigra","Betula nigra","River birch","BENI","flowers",2019,251,1,"1251-79*B"
"8548","Betula","nigra","Betula nigra","River birch","BENI","openFlowers",2019,114,1,"1251-79*B"
"8550","Betula","nigra","Betula nigra","River birch","BENI","openFlowers",2019,123,1,"1251-79*B"
"8551","Betula","nigra","Betula nigra","River birch","BENI","openFlowers",2019,130,1,"1251-79*B"
"8552","Betula","nigra","Betula nigra","River birch","BENI","openFlowers",2019,147,1,"1251-79*B"
"8553","Betula","nigra","Betula nigra","River birch","BENI","openFlowers",2019,152,1,"1251-79*B"
"8557","Betula","nigra","Betula nigra","River birch","BENI","pollenRelease",2019,124,1,"1251-79*B"
"8558","Betula","nigra","Betula nigra","River birch","BENI","pollenRelease",2019,130,1,"1251-79*B"
"8569","Betula","nigra","Betula nigra","River birch","BENI","recentFruitOrSeedDrop",2019,159,1,"1251-79*B"
"8570","Betula","nigra","Betula nigra","River birch","BENI","recentFruitOrSeedDrop",2019,168,1,"1251-79*B"
"8573","Betula","nigra","Betula nigra","River birch","BENI","fruits",2019,124,1,"1251-79*B"
"8574","Betula","nigra","Betula nigra","River birch","BENI","fruits",2019,133,1,"1251-79*B"
"8576","Betula","nigra","Betula nigra","River birch","BENI","fruits",2019,145,1,"1251-79*B"
"8578","Betula","nigra","Betula nigra","River birch","BENI","fruits",2019,152,1,"1251-79*B"
"8579","Betula","nigra","Betula nigra","River birch","BENI","fruits",2019,167,1,"1251-79*B"
"8585","Betula","nigra","Betula nigra","River birch","BENI","budburst",2019,111,1,"1199*J"
"8586","Betula","nigra","Betula nigra","River birch","BENI","budburst",2019,135,1,"1199*J"
"8588","Betula","nigra","Betula nigra","River birch","BENI","budburst",2019,145,1,"1199*J"
"8597","Betula","nigra","Betula nigra","River birch","BENI","increasingLeafSize",2019,115,1,"1199*J"
"8598","Betula","nigra","Betula nigra","River birch","BENI","increasingLeafSize",2019,125,1,"1199*J"
"8599","Betula","nigra","Betula nigra","River birch","BENI","increasingLeafSize",2019,142,1,"1199*J"
"8600","Betula","nigra","Betula nigra","River birch","BENI","increasingLeafSize",2019,147,1,"1199*J"
"8601","Betula","nigra","Betula nigra","River birch","BENI","increasingLeafSize",2019,155,1,"1199*J"
"8608","Betula","nigra","Betula nigra","River birch","BENI","leafDrop",2019,216,1,"1199*J"
"8612","Betula","nigra","Betula nigra","River birch","BENI","leafDrop",2019,251,1,"1199*J"
"8613","Betula","nigra","Betula nigra","River birch","BENI","leafDrop",2019,264,1,"1199*J"
"8614","Betula","nigra","Betula nigra","River birch","BENI","leafDrop",2019,282,1,"1199*J"
"8616","Betula","nigra","Betula nigra","River birch","BENI","leafout",2019,115,1,"1199*J"
"8617","Betula","nigra","Betula nigra","River birch","BENI","leafout",2019,122,1,"1199*J"
"8618","Betula","nigra","Betula nigra","River birch","BENI","leafout",2019,126,1,"1199*J"
"8619","Betula","nigra","Betula nigra","River birch","BENI","leafout",2019,132,1,"1199*J"
"8620","Betula","nigra","Betula nigra","River birch","BENI","leafout",2019,249,1,"1199*J"
"8621","Betula","nigra","Betula nigra","River birch","BENI","leafout",2019,277,1,"1199*J"
"8622","Betula","nigra","Betula nigra","River birch","BENI","leafout",2019,294,1,"1199*J"
"8624","Betula","nigra","Betula nigra","River birch","BENI","coloredLeaves",2019,216,1,"1199*J"
"8626","Betula","nigra","Betula nigra","River birch","BENI","coloredLeaves",2019,237,1,"1199*J"
"8628","Betula","nigra","Betula nigra","River birch","BENI","coloredLeaves",2019,251,1,"1199*J"
"8630","Betula","nigra","Betula nigra","River birch","BENI","flowers",2019,107,1,"1199*J"
"8631","Betula","nigra","Betula nigra","River birch","BENI","flowers",2019,111,1,"1199*J"
"8632","Betula","nigra","Betula nigra","River birch","BENI","flowers",2019,125,1,"1199*J"
"8634","Betula","nigra","Betula nigra","River birch","BENI","flowers",2019,154,1,"1199*J"
"8639","Betula","nigra","Betula nigra","River birch","BENI","openFlowers",2019,125,1,"1199*J"
"8640","Betula","nigra","Betula nigra","River birch","BENI","openFlowers",2019,130,1,"1199*J"
"8641","Betula","nigra","Betula nigra","River birch","BENI","openFlowers",2019,142,1,"1199*J"
"8642","Betula","nigra","Betula nigra","River birch","BENI","openFlowers",2019,147,1,"1199*J"
"8643","Betula","nigra","Betula nigra","River birch","BENI","openFlowers",2019,154,1,"1199*J"
"8654","Betula","nigra","Betula nigra","River birch","BENI","recentFruitOrSeedDrop",2019,178,1,"1199*J"
"8657","Betula","nigra","Betula nigra","River birch","BENI","fruits",2019,144,1,"1199*J"
"8660","Betula","nigra","Betula nigra","River birch","BENI","fruits",2019,159,1,"1199*J"
"8662","Betula","nigra","Betula nigra","River birch","BENI","fruits",2019,178,1,"1199*J"
"8666","Betula","nigra","Betula nigra","River birch","BENI","fruits",2019,272,1,"1199*J"
"8712","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","budburst",2019,108,1,"20098*A"
"8713","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","budburst",2019,138,1,"20098*A"
"8720","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","increasingLeafSize",2019,115,1,"20098*A"
"8722","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","increasingLeafSize",2019,162,1,"20098*A"
"8732","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafDrop",2019,264,1,"20098*A"
"8733","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafout",2019,111,1,"20098*A"
"8734","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","coloredLeaves",2019,253,1,"20098*A"
"8737","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","flowers",2019,128,1,"20098*A"
"8738","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","flowers",2019,139,1,"20098*A"
"8749","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","recentFruitOrSeedDrop",2019,264,1,"20098*A"
"8750","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","recentFruitOrSeedDrop",2019,287,1,"20098*A"
"8751","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2019,145,1,"20098*A"
"8753","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2019,197,1,"20098*A"
"8754","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2019,208,1,"20098*A"
"8755","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2019,236,1,"20098*A"
"8756","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2019,263,1,"20098*A"
"8760","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","budburst",2019,108,1,"6990*A"
"8764","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","increasingLeafSize",2019,111,1,"6990*A"
"8765","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","increasingLeafSize",2019,162,1,"6990*A"
"8777","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafDrop",2019,264,1,"6990*A"
"8778","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafDrop",2019,295,1,"6990*A"
"8779","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafout",2019,111,1,"6990*A"
"8780","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafout",2019,162,1,"6990*A"
"8783","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","coloredLeaves",2019,251,1,"6990*A"
"8786","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","flowers",2019,132,1,"6990*A"
"8791","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","recentFruitOrSeedDrop",2019,264,1,"6990*A"
"8792","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","recentFruitOrSeedDrop",2019,287,1,"6990*A"
"8793","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2019,155,1,"6990*A"
"8794","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2019,188,1,"6990*A"
"8795","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2019,248,1,"6990*A"
"8796","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2019,261,1,"6990*A"
"8797","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","budburst",2019,96,1,"2019*S"
"8798","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","budburst",2019,108,1,"2019*S"
"8799","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","budburst",2019,138,1,"2019*S"
"8804","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","increasingLeafSize",2019,115,1,"2019*S"
"8818","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafDrop",2019,264,1,"2019*S"
"8819","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafDrop",2019,295,1,"2019*S"
"8820","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafDrop",2019,311,1,"2019*S"
"8821","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafout",2019,115,1,"2019*S"
"8824","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","coloredLeaves",2019,260,1,"2019*S"
"8825","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","coloredLeaves",2019,315,1,"2019*S"
"8828","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","flowers",2019,128,1,"2019*S"
"8829","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","flowers",2019,139,1,"2019*S"
"8841","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","recentFruitOrSeedDrop",2019,264,1,"2019*S"
"8842","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","recentFruitOrSeedDrop",2019,287,1,"2019*S"
"8843","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2019,155,1,"2019*S"
"8844","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2019,183,1,"2019*S"
"8845","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2019,188,1,"2019*S"
"8846","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2019,236,1,"2019*S"
"8851","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","budburst",2019,96,1,"2019*R"
"8852","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","budburst",2019,108,1,"2019*R"
"8854","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","budburst",2019,138,1,"2019*R"
"8857","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","increasingLeafSize",2019,115,1,"2019*R"
"8873","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafDrop",2019,264,1,"2019*R"
"8874","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafDrop",2019,295,1,"2019*R"
"8875","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","leafout",2019,111,1,"2019*R"
"8878","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","coloredLeaves",2019,251,1,"2019*R"
"8879","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","flowers",2019,115,1,"2019*R"
"8880","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","flowers",2019,139,1,"2019*R"
"8883","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","openFlowers",2019,128,1,"2019*R"
"8891","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","recentFruitOrSeedDrop",2019,264,1,"2019*R"
"8892","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","recentFruitOrSeedDrop",2019,287,1,"2019*R"
"8894","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2019,145,1,"2019*R"
"8895","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2019,183,1,"2019*R"
"8896","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2019,188,1,"2019*R"
"8897","Carya","glabra","Carya glabra","Pignut hickory","CAGL8","fruits",2019,208,1,"2019*R"
"8902","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","budburst",2019,110,1,"12907*B"
"8913","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","ripeFruits",2019,305,1,"12907*B"
"8914","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2019,124,1,"12907*B"
"8915","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2019,142,1,"12907*B"
"8916","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2019,151,1,"12907*B"
"8917","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2019,161,1,"12907*B"
"8919","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2019,182,1,"12907*B"
"8927","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafDrop",2019,264,1,"12907*B"
"8928","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafDrop",2019,295,1,"12907*B"
"8930","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafout",2019,121,1,"12907*B"
"8931","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafout",2019,264,1,"12907*B"
"8933","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","coloredLeaves",2019,249,1,"12907*B"
"8934","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","coloredLeaves",2019,260,1,"12907*B"
"8935","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","flowers",2019,124,1,"12907*B"
"8937","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","openFlowers",2019,133,1,"12907*B"
"8938","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","openFlowers",2019,142,1,"12907*B"
"8939","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","pollenRelease",2019,144,1,"12907*B"
"8944","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2019,264,1,"12907*B"
"8945","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2019,282,1,"12907*B"
"8951","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,183,1,"12907*B"
"8952","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,188,1,"12907*B"
"8953","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,205,1,"12907*B"
"8955","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,239,1,"12907*B"
"8957","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,282,1,"12907*B"
"8959","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,305,1,"12907*B"
"8962","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","budburst",2019,108,1,"12907*D"
"8967","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","ripeFruits",2019,239,1,"12907*D"
"8968","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","ripeFruits",2019,248,1,"12907*D"
"8969","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","ripeFruits",2019,260,1,"12907*D"
"8970","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","ripeFruits",2019,272,1,"12907*D"
"8971","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","ripeFruits",2019,282,1,"12907*D"
"8973","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","ripeFruits",2019,297,1,"12907*D"
"8974","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2019,124,1,"12907*D"
"8975","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2019,142,1,"12907*D"
"8988","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafDrop",2019,264,1,"12907*D"
"8989","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafDrop",2019,285,1,"12907*D"
"8990","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafDrop",2019,295,1,"12907*D"
"8992","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafout",2019,124,1,"12907*D"
"8994","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","coloredLeaves",2019,248,1,"12907*D"
"8995","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","coloredLeaves",2019,260,1,"12907*D"
"8996","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","flowers",2019,124,1,"12907*D"
"8997","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","flowers",2019,133,1,"12907*D"
"8999","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","openFlowers",2019,133,1,"12907*D"
"9000","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","openFlowers",2019,142,1,"12907*D"
"9005","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2019,249,1,"12907*D"
"9006","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2019,260,1,"12907*D"
"9007","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2019,264,1,"12907*D"
"9008","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2019,282,1,"12907*D"
"9011","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,160,1,"12907*D"
"9012","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,181,1,"12907*D"
"9013","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,188,1,"12907*D"
"9014","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,208,1,"12907*D"
"9016","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,236,1,"12907*D"
"9017","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,272,1,"12907*D"
"9018","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,282,1,"12907*D"
"9020","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,297,1,"12907*D"
"9022","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","budburst",2019,108,1,"12907*G"
"9024","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","budburst",2019,139,1,"12907*G"
"9034","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","ripeFruits",2019,297,1,"12907*G"
"9035","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2019,124,1,"12907*G"
"9036","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2019,153,1,"12907*G"
"9037","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2019,161,1,"12907*G"
"9048","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafDrop",2019,264,1,"12907*G"
"9051","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafout",2019,119,1,"12907*G"
"9053","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafout",2019,196,1,"12907*G"
"9057","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","coloredLeaves",2019,260,1,"12907*G"
"9059","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","flowers",2019,119,1,"12907*G"
"9060","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","flowers",2019,152,1,"12907*G"
"9062","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","openFlowers",2019,125,1,"12907*G"
"9063","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","openFlowers",2019,133,1,"12907*G"
"9064","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","openFlowers",2019,139,1,"12907*G"
"9065","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","openFlowers",2019,153,1,"12907*G"
"9071","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2019,260,1,"12907*G"
"9072","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2019,264,1,"12907*G"
"9073","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2019,282,1,"12907*G"
"9074","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2019,297,1,"12907*G"
"9077","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,151,1,"12907*G"
"9078","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,160,1,"12907*G"
"9081","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,188,1,"12907*G"
"9082","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,196,1,"12907*G"
"9083","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,205,1,"12907*G"
"9085","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,231,1,"12907*G"
"9087","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,297,1,"12907*G"
"9091","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","budburst",2019,108,1,"12907*I"
"9092","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","budburst",2019,115,1,"12907*I"
"9095","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","budburst",2019,147,1,"12907*I"
"9099","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","ripeFruits",2019,208,1,"12907*I"
"9102","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","ripeFruits",2019,248,1,"12907*I"
"9106","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2019,124,1,"12907*I"
"9107","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2019,147,1,"12907*I"
"9110","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2019,173,1,"12907*I"
"9119","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafDrop",2019,264,1,"12907*I"
"9121","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafout",2019,124,1,"12907*I"
"9124","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","coloredLeaves",2019,249,1,"12907*I"
"9125","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","coloredLeaves",2019,260,1,"12907*I"
"9127","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","flowers",2019,119,1,"12907*I"
"9129","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","openFlowers",2019,133,1,"12907*I"
"9130","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","openFlowers",2019,142,1,"12907*I"
"9132","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","pollenRelease",2019,152,1,"12907*I"
"9140","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2019,260,1,"12907*I"
"9141","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2019,264,1,"12907*I"
"9144","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,160,1,"12907*I"
"9145","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,188,1,"12907*I"
"9146","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,226,1,"12907*I"
"9151","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","budburst",2019,108,1,"12907*N"
"9157","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","ripeFruits",2019,208,1,"12907*N"
"9160","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","ripeFruits",2019,264,1,"12907*N"
"9163","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","ripeFruits",2019,297,1,"12907*N"
"9165","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2019,124,1,"12907*N"
"9166","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2019,142,1,"12907*N"
"9168","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","increasingLeafSize",2019,161,1,"12907*N"
"9180","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafDrop",2019,264,1,"12907*N"
"9181","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafDrop",2019,295,1,"12907*N"
"9184","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafout",2019,124,1,"12907*N"
"9185","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","leafout",2019,315,1,"12907*N"
"9187","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","coloredLeaves",2019,260,1,"12907*N"
"9188","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","coloredLeaves",2019,315,1,"12907*N"
"9190","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","flowers",2019,121,1,"12907*N"
"9191","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","flowers",2019,151,1,"12907*N"
"9196","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","openFlowers",2019,142,1,"12907*N"
"9198","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","pollenRelease",2019,142,1,"12907*N"
"9199","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","pollenRelease",2019,152,1,"12907*N"
"9203","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2019,238,1,"12907*N"
"9205","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2019,260,1,"12907*N"
"9206","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2019,264,1,"12907*N"
"9207","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","recentFruitOrSeedDrop",2019,282,1,"12907*N"
"9209","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,145,1,"12907*N"
"9212","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,162,1,"12907*N"
"9213","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,166,1,"12907*N"
"9214","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,182,1,"12907*N"
"9215","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,188,1,"12907*N"
"9216","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,251,1,"12907*N"
"9219","Carya","ovata","Carya ovata","Shagbark hickory","CAOV2","fruits",2019,297,1,"12907*N"
"9289","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","budburst",2019,123,1,"16611*F"
"9302","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2019,123,1,"16611*F"
"9303","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2019,140,1,"16611*F"
"9308","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","increasingLeafSize",2019,209,1,"16611*F"
"9316","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafDrop",2019,260,1,"16611*F"
"9317","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2019,123,1,"16611*F"
"9318","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2019,248,1,"16611*F"
"9319","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","leafout",2019,297,1,"16611*F"
"9321","Populus","deltoides","Populus deltoides","Eastern cottonwood","PODE3","coloredLeaves",2019,245,1,"16611*F"
